DATE,SOFR180DAYAVG
2019-08-30,2.39974
2019-09-02,.
2019-09-03,2.39479
2019-09-04,2.39361
2019-09-05,2.3926
2019-09-06,2.39159
2019-09-09,2.3876
2019-09-10,2.38602
2019-09-11,2.38445
2019-09-12,2.38271
2019-09-13,2.38125
2019-09-16,2.37736
2019-09-17,2.37714
2019-09-18,2.39294
2019-09-19,2.39378
2019-09-20,2.39125
2019-09-23,2.38214
2019-09-24,2.37905
2019-09-25,2.37641
2019-09-26,2.37281
2019-09-27,2.36832
2019-09-30,2.35646
2019-10-01,2.35578
2019-10-02,2.35252
2019-10-03,2.3491
2019-10-04,2.34561
2019-10-07,2.33488
2019-10-08,2.33139
2019-10-09,2.32808
2019-10-10,2.32476
2019-10-11,2.32145
2019-10-14,.
2019-10-15,2.30751
2019-10-16,2.3047
2019-10-17,2.30217
2019-10-18,2.29908
2019-10-21,2.28908
2019-10-22,2.28582
2019-10-23,2.28256
2019-10-24,2.27925
2019-10-25,2.27588
2019-10-28,2.26363
2019-10-29,2.25959
2019-10-30,2.25571
2019-10-31,2.25228
2019-11-01,2.24852
2019-11-04,2.2342
2019-11-05,2.22931
2019-11-06,2.22465
2019-11-07,2.21999
2019-11-08,2.21527
2019-11-11,.
2019-11-12,2.19611
2019-11-13,2.19128
2019-11-14,2.18651
2019-11-15,2.1818
2019-11-18,2.16821
2019-11-19,2.16366
2019-11-20,2.15916
2019-11-21,2.15467
2019-11-22,2.15024
2019-11-25,2.13671
2019-11-26,2.13199
2019-11-27,2.12716
2019-11-28,.
2019-11-29,2.11661
2019-12-02,2.10353
2019-12-03,2.09921
2019-12-04,2.09444
2019-12-05,2.08967
2019-12-06,2.08495
2019-12-09,2.07086
2019-12-10,2.06632
2019-12-11,2.06183
2019-12-12,2.05728
2019-12-13,2.05268
2019-12-16,2.03848
2019-12-17,2.03433
2019-12-18,2.02973
2019-12-19,2.02502
2019-12-20,2.0203
2019-12-23,2.00582
2019-12-24,2.00072
2019-12-25,.
2019-12-26,1.99017
2019-12-27,1.98467
2019-12-30,1.96874
2019-12-31,1.96302
2020-01-01,.
2020-01-02,1.95152
2020-01-03,1.94563
2020-01-06,1.92953
2020-01-07,1.92443
2020-01-08,1.91966
2020-01-09,1.91512
2020-01-10,1.91058
2020-01-13,1.89577
2020-01-14,1.89056
2020-01-15,1.88545
2020-01-16,1.88069
2020-01-17,1.87587
2020-01-20,.
2020-01-21,1.85647
2020-01-22,1.85153
2020-01-23,1.84666
2020-01-24,1.84178
2020-01-27,1.82715
2020-01-28,1.82143
2020-01-29,1.81773
2020-01-30,1.81403
2020-01-31,1.81061
2020-02-03,1.80147
2020-02-04,1.79861
2020-02-05,1.79587
2020-02-06,1.79295
2020-02-07,1.79004
2020-02-10,1.78079
2020-02-11,1.77771
2020-02-12,1.77435
2020-02-13,1.77121
2020-02-14,1.76807
2020-02-17,.
2020-02-18,1.75602
2020-02-19,1.75327
2020-02-20,1.75042
2020-02-21,1.74762
2020-02-24,1.73859
2020-02-25,1.73557
2020-02-26,1.7326
2020-02-27,1.72935
2020-02-28,1.7261
2020-03-02,1.7166299999999999
2020-03-03,1.7131599999999998
2020-03-04,1.70996
2020-03-05,1.70481
2020-03-06,1.69904
2020-03-09,1.6816200000000001
2020-03-10,1.6756799999999998
2020-03-11,1.66957
2020-03-12,1.6636900000000001
2020-03-13,1.65809
2020-03-16,1.62124
2020-03-17,1.6084200000000002
2020-03-18,1.6005200000000002
2020-03-19,1.59066
2020-03-20,1.58059
2020-03-23,1.54951
2020-03-24,1.53837
2020-03-25,1.52807
2020-03-26,1.51794
2020-03-27,1.50781
2020-03-30,1.47412
2020-03-31,1.4638200000000001
2020-04-01,1.4535799999999999
2020-04-02,1.44345
2020-04-03,1.43333
2020-04-06,1.40272
2020-04-07,1.3924299999999998
2020-04-08,1.38214
2020-04-09,1.37184
2020-04-10,.
2020-04-13,1.32984
2020-04-14,1.31849
2020-04-15,1.30792
2020-04-16,1.29758
2020-04-17,1.28724
2020-04-20,1.2563799999999998
2020-04-21,1.24603
2020-04-22,1.23569
2020-04-23,1.22546
2020-04-24,1.2152399999999999
2020-04-27,1.18517
2020-04-28,1.17517
2020-04-29,1.16539
2020-04-30,1.15662
2020-05-01,1.14801
2020-05-04,1.12214
2020-05-05,1.11365
2020-05-06,1.10522
2020-05-07,1.0967799999999999
2020-05-08,1.08835
2020-05-11,1.06316
2020-05-12,1.05473
2020-05-13,1.04624
2020-05-14,1.03758
2020-05-15,1.02882
2020-05-18,1.0033
2020-05-19,0.9947600000000001
2020-05-20,0.98616
2020-05-21,0.97739
2020-05-22,0.9686899999999999
2020-05-25,.
2020-05-26,0.93481
2020-05-27,0.9264899999999999
2020-05-28,0.9176200000000001
2020-05-29,0.90874
2020-06-01,0.88279
2020-06-02,0.87454
2020-06-03,0.8662799999999999
2020-06-04,0.8579700000000001
2020-06-05,0.8497100000000001
2020-06-08,0.82488
2020-06-09,0.8166800000000001
2020-06-10,0.8086
2020-06-11,0.8004
2020-06-12,0.79225
2020-06-15,0.7673800000000001
2020-06-16,0.75935
2020-06-17,0.75132
2020-06-18,0.74329
2020-06-19,0.73526
2020-06-22,0.71129
2020-06-23,0.70326
2020-06-24,0.69518
2020-06-25,0.68709
2020-06-26,0.67907
2020-06-29,0.65465
2020-06-30,0.64646
2020-07-01,0.63843
2020-07-02,0.63041
2020-07-03,.
2020-07-06,0.59826
2020-07-07,0.59018
2020-07-08,0.5821
2020-07-09,0.57402
2020-07-10,0.56594
2020-07-13,0.54177
2020-07-14,0.53363
2020-07-15,0.52561
2020-07-16,0.51776
2020-07-17,0.50985
2020-07-20,0.48613
2020-07-21,0.47822
2020-07-22,0.47026
2020-07-23,0.46229
2020-07-24,0.45433
2020-07-27,0.43045
2020-07-28,0.42249
2020-07-29,0.41425
2020-07-30,0.40584000000000003
2020-07-31,0.39749
2020-08-03,0.3725
2020-08-04,0.36421
2020-08-05,0.35586
2020-08-06,0.34757
2020-08-07,0.33928
2020-08-10,0.3144
2020-08-11,0.30617
2020-08-12,0.29799000000000003
2020-08-13,0.2897
2020-08-14,0.28141
2020-08-17,0.25643
2020-08-18,0.24815
2020-08-19,0.23975
2020-08-20,0.23146
2020-08-21,0.22305999999999998
2020-08-24,0.19780999999999999
2020-08-25,0.18947
2020-08-26,0.18112999999999999
2020-08-27,0.17263
2020-08-28,0.16412000000000002
2020-08-31,0.13843
2020-09-01,0.1321
2020-09-02,0.12637
2020-09-03,0.12075999999999999
2020-09-04,0.1152
2020-09-07,.
2020-09-08,0.09246
2020-09-09,0.0863
2020-09-10,0.08068
2020-09-11,0.07507
2020-09-14,0.06601
2020-09-15,0.06596
2020-09-16,0.06617999999999999
2020-09-17,0.06651
2020-09-18,0.06684
2020-09-21,0.06796
2020-09-22,0.06834
2020-09-23,0.06867999999999999
2020-09-24,0.06896000000000001
2020-09-25,0.06929
2020-09-28,0.07046000000000001
2020-09-29,0.07085
2020-09-30,0.07118
2020-10-01,0.07157000000000001
2020-10-02,0.07196
2020-10-05,0.07346
2020-10-06,0.0739
2020-10-07,0.0744
2020-10-08,0.07485
2020-10-09,0.07524
2020-10-12,.
2020-10-13,0.07657
2020-10-14,0.0769
2020-10-15,0.07724
2020-10-16,0.07762999999999999
2020-10-19,0.07879
2020-10-20,0.07923999999999999
2020-10-21,0.07962999999999999
2020-10-22,0.07985
2020-10-23,0.08007
2020-10-26,0.08102000000000001
2020-10-27,0.08146
2020-10-28,0.08174
2020-10-29,0.08202000000000001
2020-10-30,0.08235
2020-11-02,0.08313
2020-11-03,0.08346
2020-11-04,0.08374
2020-11-05,0.08396
2020-11-06,0.08424
2020-11-09,0.08491
2020-11-10,0.08524
2020-11-11,.
2020-11-12,0.08596000000000001
2020-11-13,0.08619
2020-11-16,0.08696
2020-11-17,0.08746
2020-11-18,0.08785
2020-11-19,0.08802
2020-11-20,0.08813
2020-11-23,0.08819
2020-11-24,0.08813
2020-11-25,0.08819
2020-11-26,.
2020-11-27,0.08841
2020-11-30,0.08868999999999999
2020-12-01,0.08885
2020-12-02,0.08891
2020-12-03,0.08896
2020-12-04,0.08902
2020-12-07,0.0893
2020-12-08,0.08935
2020-12-09,0.0893
2020-12-10,0.0893
2020-12-11,0.0893
2020-12-14,0.08918999999999999
2020-12-15,0.08913
2020-12-16,0.08913
2020-12-17,0.08913
2020-12-18,0.08913
2020-12-21,0.0893
2020-12-22,0.08935
2020-12-23,0.08924
2020-12-24,0.08913
2020-12-25,.
2020-12-28,0.08902
2020-12-29,0.08891
2020-12-30,0.08885
2020-12-31,0.08874
2021-01-01,.
2021-01-04,0.08796
2021-01-05,0.08796
2021-01-06,0.08802
2021-01-07,0.08802
2021-01-08,0.08802
2021-01-11,0.0878
2021-01-12,0.08757000000000001
2021-01-13,0.08735
2021-01-14,0.08713
2021-01-15,0.08691
2021-01-18,.
2021-01-19,0.08619
2021-01-20,0.08602
2021-01-21,0.0858
2021-01-22,0.08546000000000001
2021-01-25,0.08463
2021-01-26,0.08446000000000001
2021-01-27,0.08407
2021-01-28,0.08367999999999999
2021-01-29,0.08335
2021-02-01,0.08274
2021-02-02,0.08263
2021-02-03,0.08252000000000001
2021-02-04,0.08241
2021-02-05,0.08217999999999999
2021-02-08,0.08096
2021-02-09,0.08057
2021-02-10,0.08035
2021-02-11,0.08018
2021-02-12,0.08002000000000001
2021-02-15,.
2021-02-16,0.07907
2021-02-17,0.07902
2021-02-18,0.07896
2021-02-19,0.07874
2021-02-22,0.07779
2021-02-23,0.07757
2021-02-24,0.07724
2021-02-25,0.07696
2021-02-26,0.07674
2021-03-01,0.07551000000000001
2021-03-02,0.07513
2021-03-03,0.07479
2021-03-04,0.07451
2021-03-05,0.07412
2021-03-08,0.07296
2021-03-09,0.07257000000000001
2021-03-10,0.07218
2021-03-11,0.07178999999999999
2021-03-12,0.07135
2021-03-15,0.06996000000000001
2021-03-16,0.06946000000000001
2021-03-17,0.06896000000000001
2021-03-18,0.06851
2021-03-19,0.06807
2021-03-22,0.0669
2021-03-23,0.06662
2021-03-24,0.06629
2021-03-25,0.0659
2021-03-26,0.06551
2021-03-29,0.0644
2021-03-30,0.06401
2021-03-31,0.06362000000000001
2021-04-01,0.06312000000000001
2021-04-02,.
2021-04-05,0.06118
2021-04-06,0.06072999999999999
2021-04-07,0.06034
2021-04-08,0.0599
2021-04-09,0.05945
2021-04-12,0.058120000000000005
2021-04-13,0.057670000000000006
2021-04-14,0.057170000000000006
2021-04-15,0.056729999999999996
2021-04-16,0.05629
2021-04-19,0.05501
2021-04-20,0.05467
2021-04-21,0.05434
2021-04-22,0.05395
2021-04-23,0.05356
2021-04-26,0.05227999999999999
2021-04-27,0.0519
2021-04-28,0.05145
2021-04-29,0.05101
2021-04-30,0.05056
2021-05-03,0.04906
2021-05-04,0.04856
2021-05-05,0.048010000000000004
2021-05-06,0.047510000000000004
2021-05-07,0.04701
2021-05-10,0.04551
2021-05-11,0.045
2021-05-12,0.04456
2021-05-13,0.04412
2021-05-14,0.04367
2021-05-17,0.04228
2021-05-18,0.04195
2021-05-19,0.04167
2021-05-20,0.04145
2021-05-21,0.04123
2021-05-24,0.04045
2021-05-25,0.040060000000000005
2021-05-26,0.03967
2021-05-27,0.03928
2021-05-28,0.03889
2021-05-31,.
2021-06-01,0.03728
2021-06-02,0.03689
2021-06-03,0.03645
2021-06-04,0.036
2021-06-07,0.034839999999999996
2021-06-08,0.03445
2021-06-09,0.03406
2021-06-10,0.03367
2021-06-11,0.033280000000000004
2021-06-14,0.032060000000000005
2021-06-15,0.03161
2021-06-16,0.03117
2021-06-17,0.030719999999999997
2021-06-18,0.0305
2021-06-21,0.02995
2021-06-22,0.029889999999999996
2021-06-23,0.02972
2021-06-24,0.029560000000000003
2021-06-25,0.02939
2021-06-28,0.02872
2021-06-29,0.0285
2021-06-30,0.02839
2021-07-01,0.02828
2021-07-02,0.02817
2021-07-05,.
2021-07-06,0.02717
2021-07-07,0.026889999999999997
2021-07-08,0.02667
2021-07-09,0.02645
2021-07-12,0.025830000000000002
2021-07-13,0.02567
2021-07-14,0.0255
2021-07-15,0.025330000000000002
2021-07-16,0.025169999999999998
2021-07-19,0.02472
2021-07-20,0.024669999999999997
2021-07-21,0.02472
2021-07-22,0.02472
2021-07-23,0.02472
2021-07-26,0.02478
2021-07-27,0.02489
2021-07-28,0.02495
2021-07-29,0.02489
2021-07-30,0.02483
2021-08-02,0.02456
2021-08-03,0.02445
2021-08-04,0.02445
2021-08-05,0.02461
2021-08-06,0.02478
2021-08-09,0.02511
2021-08-10,0.02506
2021-08-11,0.025
2021-08-12,0.025
2021-08-13,0.025
2021-08-16,0.02495
2021-08-17,0.02489
2021-08-18,0.025
2021-08-19,0.025169999999999998
2021-08-20,0.025330000000000002
2021-08-23,0.025830000000000002
2021-08-24,0.026
2021-08-25,0.02611
2021-08-26,0.02634
2021-08-27,0.026560000000000004
2021-08-30,0.027
2021-08-31,0.02706
2021-09-01,0.027219999999999998
2021-09-02,0.027389999999999998
2021-09-03,0.02756
2021-09-06,.
2021-09-07,0.02822
2021-09-08,0.02845
2021-09-09,0.028669999999999998
2021-09-10,0.02889
2021-09-13,0.029560000000000003
2021-09-14,0.02978
2021-09-15,0.03
2021-09-16,0.03022
2021-09-17,0.03045
2021-09-20,0.031110000000000002
2021-09-21,0.03134
2021-09-22,0.031560000000000005
2021-09-23,0.03178
2021-09-24,0.032
2021-09-27,0.03267
2021-09-28,0.032889999999999996
2021-09-29,0.03311
2021-09-30,0.033339999999999995
2021-10-01,0.03356
2021-10-04,0.034230000000000003
2021-10-05,0.03445
2021-10-06,0.03467
2021-10-07,0.03489
2021-10-08,0.03511
2021-10-11,.
2021-10-12,0.036
2021-10-13,0.03623
2021-10-14,0.03645
2021-10-15,0.03667
2021-10-18,0.03734
2021-10-19,0.03756
2021-10-20,0.03767
2021-10-21,0.03778
2021-10-22,0.03789
2021-10-25,0.038560000000000004
2021-10-26,0.03873
2021-10-27,0.03895
2021-10-28,0.039169999999999996
2021-10-29,0.039389999999999994
2021-11-01,0.040060000000000005
2021-11-02,0.04028
2021-11-03,0.0405
2021-11-04,0.04073
2021-11-05,0.04095
2021-11-08,0.04162
2021-11-09,0.041839999999999995
2021-11-10,0.04206
2021-11-11,.
2021-11-12,0.0425
2021-11-15,0.04317
2021-11-16,0.04339
2021-11-17,0.04362
2021-11-18,0.04384
2021-11-19,0.04406
2021-11-22,0.04473
2021-11-23,0.04495
2021-11-24,0.04517
2021-11-25,.
2021-11-26,0.04562
2021-11-29,0.04628
2021-11-30,0.04651
2021-12-01,0.04673
2021-12-02,0.04695
2021-12-03,0.04717
2021-12-06,0.04784
2021-12-07,0.048060000000000005
2021-12-08,0.04828
2021-12-09,0.048510000000000005
2021-12-10,0.04873
2021-12-13,0.049389999999999996
2021-12-14,0.04962
2021-12-15,0.04962
2021-12-16,0.04962
2021-12-17,0.04962
2021-12-20,0.04962
2021-12-21,0.04956
2021-12-22,0.04956
2021-12-23,0.04956
2021-12-24,.
2021-12-27,0.04956
2021-12-28,0.04956
2021-12-29,0.04956
2021-12-30,0.04956
2021-12-31,0.04956
2022-01-03,0.04956
2022-01-04,0.04956
2022-01-05,0.04956
2022-01-06,0.04956
2022-01-07,0.04956
2022-01-10,0.04956
2022-01-11,0.04956
2022-01-12,0.04956
2022-01-13,0.04956
2022-01-14,0.04956
2022-01-17,.
2022-01-18,0.04956
2022-01-19,0.04956
2022-01-20,0.04956
2022-01-21,0.049510000000000005
2022-01-24,0.049510000000000005
2022-01-25,0.04945
2022-01-26,0.04945
2022-01-27,0.049389999999999996
2022-01-28,0.049339999999999995
2022-01-31,0.049339999999999995
2022-02-01,0.049339999999999995
2022-02-02,0.049339999999999995
2022-02-03,0.049339999999999995
2022-02-04,0.049339999999999995
2022-02-07,0.049339999999999995
2022-02-08,0.049339999999999995
2022-02-09,0.049339999999999995
2022-02-10,0.049280000000000004
2022-02-11,0.049280000000000004
2022-02-14,0.049280000000000004
2022-02-15,0.049280000000000004
2022-02-16,0.049280000000000004
2022-02-17,0.049280000000000004
2022-02-18,0.049280000000000004
2022-02-21,.
2022-02-22,0.049280000000000004
2022-02-23,0.049280000000000004
2022-02-24,0.049280000000000004
2022-02-25,0.049280000000000004
2022-02-28,0.049280000000000004
2022-03-01,0.049280000000000004
2022-03-02,0.049280000000000004
2022-03-03,0.049280000000000004
2022-03-04,0.049280000000000004
2022-03-07,0.049280000000000004
2022-03-08,0.049280000000000004
2022-03-09,0.049280000000000004
2022-03-10,0.049280000000000004
2022-03-11,0.049280000000000004
2022-03-14,0.049280000000000004
2022-03-15,0.049280000000000004
2022-03-16,0.049280000000000004
2022-03-17,0.049280000000000004
2022-03-18,0.05067
2022-03-21,0.05484
2022-03-22,0.056170000000000005
2022-03-23,0.05745
2022-03-24,0.058679999999999996
2022-03-25,0.0599
2022-03-28,0.06373
2022-03-29,0.06501
2022-03-30,0.06629
2022-03-31,0.06751
2022-04-01,0.06884
2022-04-04,0.07301
2022-04-05,0.0744
2022-04-06,0.07579
2022-04-07,0.07718
2022-04-08,0.07857
2022-04-11,0.08274
2022-04-12,0.08413
2022-04-13,0.08546000000000001
2022-04-14,0.0868
2022-04-15,.
2022-04-18,0.09224
2022-04-19,0.09369
2022-04-20,0.09508
2022-04-21,0.0963
2022-04-22,0.09747
2022-04-25,0.10119
2022-04-26,0.10240999999999999
2022-04-27,0.10364000000000001
2022-04-28,0.10492
2022-04-29,0.10619
2022-05-02,0.11002999999999999
2022-05-03,0.11142
2022-05-04,0.11281
2022-05-05,0.1142
2022-05-06,0.11830999999999998
2022-05-09,0.13049000000000002
2022-05-10,0.13454000000000002
2022-05-11,0.1386
2022-05-12,0.14265999999999998
2022-05-13,0.14677
2022-05-16,0.15912
2022-05-17,0.16329000000000002
2022-05-18,0.16746
2022-05-19,0.17157
2022-05-20,0.17569
2022-05-23,0.18786
2022-05-24,0.19192
2022-05-25,0.19598
2022-05-26,0.20004
2022-05-27,0.2041
2022-05-30,.
2022-05-31,0.22034
2022-06-01,0.22446
2022-06-02,0.22863000000000003
2022-06-03,0.23274
2022-06-06,0.24491999999999997
2022-06-07,0.24898
2022-06-08,0.25299
2022-06-09,0.25694
2022-06-10,0.26083
2022-06-13,0.27251
2022-06-14,0.2763
2022-06-15,0.27986
2022-06-16,0.28347
2022-06-17,0.29125999999999996
2022-06-20,.
2022-06-21,0.32247
2022-06-22,0.33026
2022-06-23,0.33805999999999997
2022-06-24,0.34579
2022-06-27,0.36933
2022-06-28,0.3774
2022-06-29,0.38558000000000003
2022-06-30,0.39371
2022-07-01,0.40178
2022-07-04,.
2022-07-05,0.43451000000000006
2022-07-06,0.44281000000000004
2022-07-07,0.45111
2022-07-08,0.4594
2022-07-11,0.48413
2022-07-12,0.49237
2022-07-13,0.50067
2022-07-14,0.5089100000000001
2022-07-15,0.51715
2022-07-18,0.54205
2022-07-19,0.55035
2022-07-20,0.55871
2022-07-21,0.56695
2022-07-22,0.5752
2022-07-25,0.59982
2022-07-26,0.6081300000000001
2022-07-27,0.61643
2022-07-28,0.62468
2022-07-29,0.6371
2022-08-01,0.6742199999999999
2022-08-02,0.68665
2022-08-03,0.69919
2022-08-04,0.71168
2022-08-05,0.72417
2022-08-08,0.76147
2022-08-09,0.77396
2022-08-10,0.78646
2022-08-11,0.79889
2022-08-12,0.81133
2022-08-15,0.84865
2022-08-16,0.86115
2022-08-17,0.87364
2022-08-18,0.8861399999999999
2022-08-19,0.89859
2022-08-22,0.9359200000000001
2022-08-23,0.94837
2022-08-24,0.9607600000000001
2022-08-25,0.97315
2022-08-26,0.9856
2022-08-29,1.02295
2022-08-30,1.0354
2022-08-31,1.0479100000000001
2022-09-01,1.0604200000000001
2022-09-02,1.07293
2022-09-05,.
2022-09-06,1.1229799999999999
2022-09-07,1.1354899999999999
2022-09-08,1.14795
2022-09-09,1.16041
2022-09-12,1.19779
2022-09-13,1.2102600000000001
2022-09-14,1.2213200000000002
2022-09-15,1.23233
2022-09-16,1.2434
2022-09-19,1.27661
2022-09-20,1.28779
2022-09-21,1.29891
2022-09-22,1.3099299999999998
2022-09-23,1.32508
2022-09-26,1.37055
2022-09-27,1.38576
2022-09-28,1.40081
2022-09-29,1.4158
2022-09-30,1.43069
2022-10-03,1.47567
2022-10-04,1.49078
2022-10-05,1.5061200000000001
2022-10-06,1.52145
2022-10-07,1.53685
2022-10-10,.
2022-10-11,1.59854
2022-10-12,1.61399
2022-10-13,1.62939
2022-10-14,1.6448
2022-10-17,1.6910599999999998
2022-10-18,1.7066400000000002
2022-10-19,1.7222099999999998
2022-10-20,1.73773
2022-10-21,1.7532
2022-10-24,1.7994400000000002
2022-10-25,1.8147400000000002
2022-10-26,1.8301
2022-10-27,1.84552
2022-10-28,1.8609900000000001
2022-10-31,1.90736
2022-11-01,1.92278
2022-11-02,1.93546
2022-11-03,1.94819
2022-11-04,1.9651299999999998
2022-11-07,2.0159599999999998
2022-11-08,2.0327900000000003
2022-11-09,2.04957
2022-11-10,2.06635
2022-11-11,.
2022-11-14,2.13337
2022-11-15,2.15021
2022-11-16,2.1671099999999996
2022-11-17,2.18413
2022-11-18,2.20109
2022-11-21,2.25197
2022-11-22,2.26894
2022-11-23,2.28591
2022-11-24,.
2022-11-25,2.31973
2022-11-28,2.37059
2022-11-29,2.38745
2022-11-30,2.40443
2022-12-01,2.42152
2022-12-02,2.4386200000000002
2022-12-05,2.48978
2022-12-06,2.50694
2022-12-07,2.5241
2022-12-08,2.54125
2022-12-09,2.55841
2022-12-12,2.6103400000000003
2022-12-13,2.62779
2022-12-14,2.64102
2022-12-15,2.65424
2022-12-16,2.6704
2022-12-19,2.71887
2022-12-20,2.7349099999999997
2022-12-21,2.75102
2022-12-22,2.76701
2022-12-23,2.78301
2022-12-26,.
2022-12-27,2.84614
2022-12-28,2.86192
2022-12-29,2.87758
2022-12-30,2.89325
2023-01-02,.
2023-01-03,2.95568
2023-01-04,2.9713
2023-01-05,2.98692
2023-01-06,3.00259
2023-01-09,3.04956
2023-01-10,3.06524
2023-01-11,3.08092
2023-01-12,3.09649
2023-01-13,3.11206
2023-01-16,.
2023-01-17,3.1743900000000003
2023-01-18,3.19008
2023-01-19,3.2057700000000002
2023-01-20,3.22152
2023-01-23,3.26848
2023-01-24,3.2841199999999997
2023-01-25,3.29552
2023-01-26,3.30704
2023-01-27,3.31851
2023-01-30,3.35267
2023-01-31,3.3640199999999996
2023-02-01,3.37543
2023-02-02,3.3869
2023-02-03,3.3997800000000002
2023-02-06,3.43819
2023-02-07,3.4510199999999998
2023-02-08,3.46385
2023-02-09,3.4766800000000004
2023-02-10,3.4895099999999997
2023-02-13,3.52788
2023-02-14,3.54065
2023-02-15,3.55349
2023-02-16,3.5663199999999997
2023-02-17,3.57916
2023-02-20,.
2023-02-21,3.6306
2023-02-22,3.64344
2023-02-23,3.65628
2023-02-24,3.6691199999999995
2023-02-27,3.70759
2023-02-28,3.7203699999999995
2023-03-01,3.73316
2023-03-02,3.74595
2023-03-03,3.75874
2023-03-06,3.79711
2023-03-07,3.80996
2023-03-08,3.82281
2023-03-09,3.83566
2023-03-10,3.8485199999999997
2023-03-13,3.8870699999999996
2023-03-14,3.8999800000000002
2023-03-15,3.91284
2023-03-16,3.9259199999999996
2023-03-17,3.93895
2023-03-20,3.9777400000000003
2023-03-21,3.9907800000000004
2023-03-22,3.9996099999999997
2023-03-23,4.0084599999999995
2023-03-24,4.01871
2023-03-27,4.04953
2023-03-28,4.0599
2023-03-29,4.0705599999999995
2023-03-30,4.08105
2023-03-31,4.091480000000001
2023-04-03,4.1231599999999995
2023-04-04,4.13336
2023-04-05,4.14346
2023-04-06,4.15344
2023-04-07,.
2023-04-10,4.19335
2023-04-11,4.20338
2023-04-12,4.213369999999999
2023-04-13,4.22335
2023-04-14,4.23334
2023-04-17,4.26322
2023-04-18,4.27321
2023-04-19,4.28325
2023-04-20,4.29335
2023-04-21,4.30345
2023-04-24,4.3338
2023-04-25,4.34385
2023-04-26,4.35384
2023-04-27,4.36378
2023-04-28,4.3737699999999995
2023-05-01,4.40373
2023-05-02,4.41372
2023-05-03,4.41946
2023-05-04,4.4252
2023-05-05,4.43235
2023-05-08,4.45403
2023-05-09,4.4613
2023-05-10,4.46858
2023-05-11,4.47585
2023-05-12,4.48306
2023-05-15,4.504519999999999
2023-05-16,4.51162
2023-05-17,4.51872
2023-05-18,4.52583
2023-05-19,4.53293
2023-05-22,4.55422
2023-05-23,4.561380000000001
2023-05-24,4.5685400000000005
2023-05-25,4.57565
2023-05-26,4.58281
2023-05-29,.
2023-05-30,4.61126
2023-05-31,4.6183
2023-06-01,4.62552
2023-06-02,4.63275
2023-06-05,4.6542699999999995
2023-06-06,4.66144
2023-06-07,4.66854
2023-06-08,4.67565
2023-06-09,4.68276
2023-06-12,4.70407
2023-06-13,4.711180000000001
2023-06-14,4.715330000000001
2023-06-15,4.71948
2023-06-16,4.72369
2023-06-19,.
2023-06-20,4.74061
2023-06-21,4.74488
2023-06-22,4.74915
2023-06-23,4.753419999999999
2023-06-26,4.76621
2023-06-27,4.77048
2023-06-28,4.77474
2023-06-29,4.77907
2023-06-30,4.7834
2023-07-03,4.796819999999999
2023-07-04,.
2023-07-05,4.8054
2023-07-06,4.80967
2023-07-07,4.8139400000000006
2023-07-10,4.82673
2023-07-11,4.83105
2023-07-12,4.835380000000001
2023-07-13,4.83965
2023-07-14,4.84398
2023-07-17,4.85672
2023-07-18,4.86104
2023-07-19,4.86531
2023-07-20,4.86958
2023-07-21,4.8739099999999995
2023-07-24,4.8867
2023-07-25,4.89091
2023-07-26,4.89524
2023-07-27,4.89957
2023-07-28,4.90532
2023-07-31,4.92232
2023-08-01,4.92801
2023-08-02,4.93228
2023-08-03,4.93656
2023-08-04,4.94083
2023-08-07,4.95362
2023-08-08,4.95789
2023-08-09,4.96216
2023-08-10,4.96644
2023-08-11,4.9707099999999995
2023-08-14,4.98351
2023-08-15,4.98778
2023-08-16,4.99205
2023-08-17,4.99633
2023-08-18,5.00061
2023-08-21,5.0134099999999995
2023-08-22,5.01768
2023-08-23,5.02195
2023-08-24,5.0262199999999995
2023-08-25,5.0305
2023-08-28,5.0433
2023-08-29,5.0475699999999994
2023-08-30,5.05184
2023-08-31,5.05612
2023-09-01,5.06045
2023-09-04,.
2023-09-05,5.07774
2023-09-06,5.08207
2023-09-07,5.08635
2023-09-08,5.09068
