DATE,SOFR180DAYAVG
2023-09-11,5.10348
2023-09-12,5.1075800000000005
2023-09-13,5.11174
2023-09-14,5.11602
2023-09-15,5.1203
2023-09-18,5.1332699999999996
2023-09-19,5.1376
2023-09-20,5.14051
2023-09-21,5.14337
2023-09-22,5.14622
2023-09-25,5.15447
2023-09-26,5.1572
2023-09-27,5.1599900000000005
2023-09-28,5.16256
2023-09-29,5.165080000000001
2023-10-02,5.17298
2023-10-03,5.17589
2023-10-04,5.17886
2023-10-05,5.181780000000001
2023-10-06,5.18469
2023-10-09,.
2023-10-10,5.1961699999999995
2023-10-11,5.19908
2023-10-12,5.20199
2023-10-13,5.2049
2023-10-16,5.21361
2023-10-17,5.21652
2023-10-18,5.2194199999999995
2023-10-19,5.2222800000000005
2023-10-20,5.22513
2023-10-23,5.23367
2023-10-24,5.23652
2023-10-25,5.23931
2023-10-26,5.24211
2023-10-27,5.2449699999999995
2023-10-30,5.2535099999999995
2023-10-31,5.25636
2023-11-01,5.25801
2023-11-02,5.2595
2023-11-03,5.26104
2023-11-06,5.26548
2023-11-07,5.26696
2023-11-08,5.2685
2023-11-09,5.27005
2023-11-10,5.27159
2023-11-13,5.27614
2023-11-14,5.27768
2023-11-15,5.27921
2023-11-16,5.28076
2023-11-17,5.28231
